이름,이메일,성별,나이,생년월일,주소,관심등록,관심등록일자,시청일자,재생시간,영상길이,카테고리,장르,제목,평점
신사임당,c*****@hotmail.com,여,40세,1980년 08월,광주광역시 마포구,F,,2021-07-28,63.06,110.68,드라마,드라마,동네오빠들 무삭제판,2.0
이몽룡,r******@daum.net,남,40세,1980년 08월,광주광역시 은평구,F,,2017-04-14,31.65,105.52,드라마,"미스터리,스릴러,드라마",곡성,3.5
신사임당,9*************@hotmail.com,여,30세,1990년 04월,경상북도 옥천군,T,2017-10-16,2019-03-07,55.1,143.9,드라마,"미스터리,스릴러",데드 엔드,3.0
이몽룡,0*******************@gmail.com,남,70세,1950년 07월,인천광역시 중구,T,2019-12-10,2021-03-09,4.17,92.42,드라마,"코미디,멜로/로맨스",포장마차,3.0
장희빈,-*************@naver.com,여,10세,2000년 12월,충청북도 고성군,F,,2021-06-12,91.55,142.67,드라마,드라마,유신의 미학,3.5
장희빈,0****@gmail.com,여,60세,1960년 01월,제주특별자치도 부천시,F,,2017-01-19,23.3,166.75,영화,멜로/로맨스,옆집소녀,1.0
장희빈,i*******@gmail.com,여,10세,2000년 11월,경상북도 부여군,F,,2019-12-01,23.81,122.82,영화,"공포(호러),스릴러",아티스트,3.5
장길산,7*********@hotmail.com,남,60세,1950년 11월,경기도 홍천군,F,,2020-05-13,7.8,158.31,영화,"판타지,멜로/로맨스",그리울 련,4.0
장길산,b****************@hotmail.com,남,50세,1960년 10월,경상북도 철원군,F,,2020-03-19,162.04,170.93,영화,멜로/로맨스,돼지 같은 여자,4.5
홍길동,l******************@naver.com,남,30세,1980년 10월,대전광역시 동구,F,,2018-03-03,8.99,130.59,영화,멜로/로맨스,여기어때 빈방있나요,0.5
신사임당,8****@gmail.com,여,10세,2000년 11월,경상북도 공주시,F,,2017-07-08,79.79,141.42,드라마,"멜로/로맨스,코미디,성인물(에로)",화끈한 룸메이트 무삭제판,5.0
황진이,d****@naver.com,여,30세,1980년 11월,경상남도 춘천시,T,2017-12-29,2020-05-08,16.66,132.09,드라마,"드라마,코미디",완벽한 타인,3.0
황진이,e*********@hotmail.com,여,90세,1930년 07월,광주광역시 광진구,F,,2017-05-13,34.85,98.1,영화,멜로/로맨스,젊은 형수님: 내 여자가 되던 날 -무삭제판,2.0
이몽룡,o*******************@daum.net,남,60세,1950년 02월,전라남도 고양시,F,,2019-08-12,48.75,161.42,드라마,다큐멘터리,인플루언서,5.0
성춘향,0***********@hotmail.com,여,20세,1990년 01월,충청남도 양주시,T,2021-06-23,2021-03-30,58.84,108.41,드라마,"멜로/로맨스,드라마",아이돌 섹스 스캔들 2,2.0
한석봉,u**********@gmail.com,남,50세,1960년 08월,광주광역시 도봉구,F,,2018-05-24,86.99,90.54,영화,멜로/로맨스,야한이야기,1.0
성춘향,4*****@gmail.com,여,40세,1970년 11월,부산광역시 동구,T,2017-09-18,2020-07-06,49.2,116.51,영화,"드라마,가족",늙은 자전거,5.0
신사임당,-********@naver.com,여,40세,1970년 07월,경상남도 안양시,T,2020-08-07,2018-12-03,63.95,113.63,영화,다큐멘터리,아이엠 호프맨,0.5
허난설헌,j*************@naver.com,여,20세,1990년 05월,강원도 제천시,T,2018-03-05,2019-01-18,19.95,176.79,드라마,드라마,잠 못 드는 밤,3.5
임꺽정,2*********@gmail.com,남,80세,1930년 04월,전라북도 용인시,T,2021-07-10,2018-02-25,124.58,139.0,영화,멜로/로맨스,세자매의 스와핑,3.5
이몽룡,5**************@daum.net,남,40세,1980년 01월,충청북도 안양시,T,2018-10-10,2021-04-03,138.62,141.8,영화,"드라마,멜로/로맨스","결혼은, 미친짓이다",3.0
한석봉,c**********@hotmail.com,남,10세,2000년 07월,부산광역시 구로구,F,,2018-12-31,85.42,112.47,드라마,성인물(에로),보도드라이버: 떡마차 무삭제판,2.0
신사임당,j************@gmail.com,여,60세,1960년 06월,경상북도 횡성군,T,2021-04-10,2020-01-24,68.73,170.09,영화,드라마,열한번째 엄마,3.5
홍길동,f*****************@hotmail.com,남,80세,1940년 09월,전라남도 서산시,F,,2021-05-04,91.97,110.74,영화,"멜로/로맨스,드라마",돌싱 동창생,4.5
임꺽정,h****@hotmail.com,남,40세,1980년 12월,경상남도 평택시,F,,2021-03-15,134.54,172.97,드라마,"멜로/로맨스,드라마","사랑하니까, 괜찮아",4.5
허난설헌,r*******@gmail.com,여,30세,1980년 12월,경상남도 홍천군,T,2020-07-18,2021-05-05,110.3,159.82,영화,"멜로/로맨스,드라마",신입사원(무삭제판),2.0
허난설헌,0*****@hotmail.com,여,50세,1960년 07월,세종특별자치시 서대문구,F,,2018-02-07,76.85,157.18,영화,멜로/로맨스,안마방 여대생들 ,4.5
장길산,3***********@naver.com,남,10세,2010년 09월,충청북도 수원시,F,,2017-05-24,97.09,165.95,드라마,"코미디,멜로/로맨스",라이어,4.0
장희빈,x*****************@daum.net,여,70세,1940년 06월,광주광역시 노원구,T,2021-10-21,2017-10-15,48.96,157.65,영화,"드라마,다큐멘터리",앙상블,3.0
이몽룡,d****@naver.com,남,50세,1970년 05월,대전광역시 마포구,F,,2018-07-08,23.34,92.46,영화,멜로/로맨스,착한불륜,3.0
임꺽정,3************@gmail.com,남,40세,1980년 08월,전라북도 원주시,T,2021-11-29,2018-06-17,39.83,139.04,드라마,"드라마,멜로/로맨스",원더풀 라디오,5.0
장희빈,4************@hotmail.com,여,40세,1970년 02월,세종특별자치시 광진구,T,2019-06-29,2021-07-22,122.02,161.78,드라마,멜로/로맨스,막내 처제 2,1.5
신사임당,-**************@gmail.com,여,30세,1980년 02월,전라북도 부천시,F,,2020-08-03,66.02,159.85,영화,공포(호러),미확인 동영상 : 절대클릭금지,4.0
장길산,p*****@hotmail.com,남,20세,2000년 07월,제주특별자치도 안양시,F,,2018-06-10,110.72,142.96,영화,"멜로/로맨스,드라마",구멍동서지간 무삭제,4.0
장희빈,g************@gmail.com,여,30세,1980년 03월,전라남도 천안시,F,,2017-03-01,80.04,169.5,영화,드라마,중경,1.5
장희빈,g**********@naver.com,여,10세,2000년 02월,제주특별자치도 가평군,T,2018-05-19,2019-10-29,117.06,157.79,영화,드라마,애비,3.5
이몽룡,q*****@naver.com,남,50세,1960년 12월,부산광역시 강북구,T,2021-09-11,2017-05-14,25.24,131.92,영화,드라마,강변호텔,3.0
홍길동,z**********@naver.com,남,20세,2000년 11월,전라북도 파주시,F,,2021-06-01,103.88,146.01,드라마,"스릴러,드라마,멜로/로맨스",착한아내,0.5
신사임당,2**************@daum.net,여,10세,2010년 01월,충청남도 의정부시,T,2017-01-11,2019-07-07,135.49,150.92,영화,"사극,드라마","광해, 왕이 된 남자",4.5
홍길동,w******************@daum.net,남,60세,1950년 01월,대전광역시 마포구,F,,2019-06-21,2.17,106.96,드라마,"공포(호러),스릴러",터널 3D,2.5
황진이,6*******@naver.com,여,50세,1960년 09월,경기도 춘천시,F,,2017-05-28,91.1,96.53,영화,다큐멘터리,어머니,3.5
임꺽정,o******@gmail.com,남,60세,1950년 12월,제주특별자치도 수원시,F,,2019-09-25,99.59,112.15,영화,코미디,내사랑 싸가지,3.0
성춘향,v*******************@naver.com,여,10세,2010년 02월,대구광역시 용산구,F,,2019-10-11,82.16,144.13,영화,"멜로/로맨스,드라마",맛2 (무삭제),1.5
홍길동,y*************@naver.com,남,70세,1940년 12월,대전광역시 강북구,F,,2020-10-05,59.33,161.62,드라마,"드라마,사극",춘향뎐(春香傳),3.0
이몽룡,q****@naver.com,남,60세,1960년 04월,경상남도 수원시,F,,2018-08-24,17.25,135.1,영화,드라마,아는 여자,2.0
한석봉,g*************@naver.com,남,20세,2000년 08월,세종특별자치시 성동구,F,,2017-08-13,23.2,166.57,영화,"멜로/로맨스,코미디,드라마",동생의 아내,3.0
장희빈,g*******************@naver.com,여,20세,1990년 07월,부산광역시 서대문구,T,2020-08-19,2019-05-10,76.07,144.26,드라마,다큐멘터리,B급 며느리,2.5
한석봉,p*****************@daum.net,남,80세,1930년 02월,서울특별시 서대문구,T,2018-07-22,2021-06-11,115.77,159.62,영화,멜로/로맨스,내 엄마의 친구(무삭제),4.0
허난설헌,2*******@hotmail.com,여,60세,1950년 11월,전라북도 포천시,F,,2020-02-08,62.01,92.06,드라마,"범죄,액션",뺑반,5.0
허난설헌,-******************@daum.net,여,60세,1950년 01월,충청남도 용인시,T,2017-11-13,2017-05-08,84.35,148.97,드라마,멜로/로맨스,여자들 : 섹스의 만족도,2.0
장희빈,9******@gmail.com,여,70세,1940년 10월,광주광역시 동작구,F,,2020-06-02,99.46,125.01,영화,드라마,타클라마칸,0.5
임꺽정,k**********@naver.com,남,80세,1930년 05월,경기도 용인시,T,2017-12-05,2020-03-22,143.59,161.14,드라마,드라마,몸도 주고 마음도 주고 무삭제 ,2.0
신사임당,f***************@gmail.com,여,20세,1990년 09월,세종특별자치시 중구,T,2020-01-25,2021-06-18,90.9,123.09,영화,멜로/로맨스,친구 누나 3 무삭제,4.0
한석봉,c*******************@daum.net,남,70세,1940년 11월,전라북도 청양군,T,2018-01-11,2019-05-25,81.1,115.98,드라마,멜로/로맨스,섹스남녀 : 우린 속 궁합이 잘 맞아 무삭제,1.0
신사임당,p*****@gmail.com,여,50세,1960년 07월,세종특별자치시 중랑구,T,2019-10-08,2017-07-18,26.27,161.0,영화,"SF,멜로/로맨스,판타지",싸이보그지만 괜찮아,1.5
성춘향,s************@daum.net,여,80세,1940년 12월,전라북도 평창군,T,2021-05-21,2020-02-21,122.22,152.79,영화,다큐멘터리,청춘 합창단 - 또 하나의 꿈,4.5
임꺽정,-***************@daum.net,남,10세,2000년 01월,충청북도 시흥시,F,,2017-10-23,59.21,151.11,드라마,코미디,극한직업,2.5
장길산,n*********@hotmail.com,남,30세,1980년 02월,세종특별자치시 서구,T,2019-12-22,2021-11-19,74.15,156.59,드라마,드라마,시인의 사랑,3.5
신사임당,d*******@hotmail.com,여,20세,1990년 12월,전라북도 고성군,F,,2018-10-07,144.93,177.09,드라마,"드라마,액션,코미디",국가대표,2.0
성춘향,f*********@gmail.com,여,20세,1990년 10월,제주특별자치도 의왕시,F,,2018-06-17,94.82,166.58,드라마,"멜로/로맨스,드라마",며느리 : 배꼽 맞춘 날,2.5
신사임당,6************@gmail.com,여,60세,1950년 02월,경상북도 횡성군,F,,2017-10-27,97.05,130.37,드라마,액션,언니,0.5
장길산,l*****************@hotmail.com,남,30세,1980년 04월,제주특별자치도 양양군,F,,2019-04-03,42.6,120.21,영화,멜로/로맨스,룸싸롱 여대생들 2,3.5
한석봉,8*****************@naver.com,남,70세,1950년 09월,전라북도 안성시,F,,2017-10-21,19.92,111.54,드라마,"공포(호러),미스터리,스릴러",4인용 식탁,3.0
신사임당,y*********@gmail.com,여,10세,2010년 12월,전라남도 평택시,F,,2019-11-09,47.79,90.98,영화,"코미디,멜로/로맨스",포장마차,2.5
임꺽정,3*****************@daum.net,남,30세,1990년 03월,대전광역시 성북구,T,2018-02-20,2021-08-24,66.33,167.66,영화,멜로/로맨스,새엄마 3 무삭제판,4.5
황진이,9*****@hotmail.com,여,70세,1950년 10월,충청남도 성남시,F,,2017-12-26,95.26,170.04,영화,"멜로/로맨스,드라마",야한 아내:남편 친구 맛보기,2.5
허난설헌,y*************@daum.net,여,60세,1950년 09월,강원도 보령시,T,2020-05-03,2020-02-11,52.59,110.81,드라마,"미스터리,스릴러",사월의 끝,2.0
한석봉,4**********@naver.com,남,20세,2000년 02월,대구광역시 관악구,T,2019-01-21,2019-11-26,87.47,102.19,드라마,드라마,간이역,4.0
장길산,8*****@hotmail.com,남,30세,1980년 01월,서울특별시 동작구,F,,2018-09-03,89.72,107.1,영화,성인물(에로),달콤한 처제 무삭제,2.0
장희빈,l***************@hotmail.com,여,70세,1940년 04월,울산광역시 은평구,T,2018-01-22,2020-01-03,62.64,117.21,영화,"코미디,드라마",엄마 바람피게하기 ,5.0
이몽룡,y******************@naver.com,남,60세,1950년 01월,대전광역시 서초구,T,2017-01-19,2017-02-04,43.78,148.99,영화,애니메이션,인디애니박스:셀마의 단백질 커피,2.5
장길산,v**************@daum.net,남,40세,1980년 04월,전라북도 평창군,F,,2017-11-12,156.44,161.58,드라마,"드라마,멜로/로맨스",마녀 마음을 듣는 소녀,1.5
성춘향,b******@daum.net,여,40세,1970년 02월,대구광역시 중구,F,,2018-11-01,71.36,137.64,영화,멜로/로맨스,노래방 : 화끈한 여자들 2 무삭제,3.0
신사임당,j*********@naver.com,여,30세,1990년 11월,서울특별시 남구,T,2019-09-05,2021-12-22,142.56,161.23,드라마,"범죄,액션",신의 한 수: 귀수편,0.5
허난설헌,y*****@gmail.com,여,80세,1930년 09월,강원도 군포시,F,,2017-01-29,71.05,105.11,드라마,성인물(에로),누구나 비밀은 있다- 간호일기,4.0
홍길동,x*****************@daum.net,남,80세,1940년 12월,충청북도 광명시,F,,2021-11-07,126.38,133.77,드라마,뮤지컬,안나 카레니나,1.5
임꺽정,h*****************@daum.net,남,10세,2000년 08월,세종특별자치시 동대문구,T,2021-07-18,2021-10-29,50.81,130.55,드라마,다큐멘터리,"다시, 벚꽃",4.0
허난설헌,p***********@daum.net,여,10세,2000년 11월,대구광역시 마포구,T,2020-08-09,2020-04-29,143.57,160.1,드라마,멜로/로맨스,음란 과외 3,1.0
신사임당,h*************@hotmail.com,여,20세,1990년 04월,대구광역시 동구,T,2017-06-24,2020-06-05,125.12,142.19,드라마,코미디,레쓰링,1.0
황진이,w*************@gmail.com,여,60세,1960년 06월,강원도 안성시,T,2021-06-25,2017-01-04,90.87,175.88,드라마,멜로/로맨스,젊은 형수 무삭제,1.0
장길산,0***************@hotmail.com,남,70세,1940년 09월,광주광역시 도봉구,F,,2020-05-27,115.97,136.23,드라마,성인물(에로),바람난 형수님 밤에 우는가 ,1.5
한석봉,q**********@hotmail.com,남,90세,1930년 12월,세종특별자치시 용산구,T,2021-11-04,2019-05-14,44.46,123.18,영화,코미디,간 큰 가족,4.5
한석봉,o****@daum.net,남,50세,1960년 08월,경기도 양구군,T,2019-04-14,2021-06-29,29.63,153.77,드라마,공포(호러),무서운 이야기 3 : 화성에서 온 소녀,2.0
임꺽정,h*******@gmail.com,남,60세,1950년 06월,충청북도 군포시,F,,2021-09-26,55.24,165.04,영화,성인물(에로),야한동생 몸으로 울다,3.0
허난설헌,s*******************@daum.net,여,30세,1980년 07월,대구광역시 송파구,F,,2019-07-08,6.04,152.34,영화,멜로/로맨스,두 부부의 정사 무삭제,1.5
이몽룡,6************@daum.net,남,10세,2000년 10월,충청북도 예산군,F,,2017-08-07,0.19,120.79,드라마,드라마,박열,2.5
장길산,m****************@hotmail.com,남,10세,2000년 08월,충청북도 남양주시,F,,2017-08-09,151.79,157.61,드라마,"스릴러,드라마",김복남 살인사건의 전말,2.5
임꺽정,w*********@naver.com,남,50세,1960년 08월,전라남도 안산시,T,2017-02-19,2018-01-03,132.29,163.59,영화,드라마,내게 남은 사랑을,2.5
신사임당,p********@gmail.com,여,80세,1940년 09월,울산광역시 송파구,T,2018-08-02,2017-07-17,110.14,126.49,영화,멜로/로맨스,스와핑 : 내 아내의 친구,1.0
허난설헌,h*******@daum.net,여,20세,1990년 12월,전라남도 부여군,F,,2018-11-05,57.62,172.15,드라마,"액션,드라마",반도,1.0
한석봉,o*******@daum.net,남,50세,1970년 05월,인천광역시 서대문구,F,,2020-12-24,90.27,159.68,드라마,"드라마,코미디",뽕똘,1.5
장길산,e*********@hotmail.com,남,20세,2000년 06월,부산광역시 북구,F,,2019-08-27,34.12,107.83,영화,멜로/로맨스,가슴 큰 가인,5.0
한석봉,d**************@daum.net,남,50세,1960년 11월,경상남도 태안군,F,,2017-08-28,59.06,116.88,영화,멜로/로맨스,참한 누나,4.5
임꺽정,9*****@daum.net,남,70세,1950년 10월,서울특별시 금천구,T,2019-04-24,2019-01-26,74.39,96.66,드라마,"멜로/로맨스,드라마",내 친구의 엄마 (무삭제),3.5
한석봉,w******@naver.com,남,30세,1980년 08월,경상북도 안산시,F,,2019-05-20,117.86,164.74,영화,멜로/로맨스,여배우의 스와핑,3.5
황진이,b***********@naver.com,여,50세,1970년 07월,인천광역시 금천구,F,,2021-12-21,93.95,165.02,드라마,드라마,수상한 이웃들,3.0
성춘향,g**********@gmail.com,여,10세,2000년 08월,경상북도 청주시,T,2017-06-23,2019-07-27,41.43,90.7,드라마,멜로/로맨스,매춘 2016,1.0
이몽룡,b****@hotmail.com,남,10세,2000년 06월,경기도 과천시,F,,2020-09-11,7.54,119.08,영화,성인물(에로),새엄마4,4.5
이몽룡,9***********@gmail.com,남,80세,1930년 06월,서울특별시 강북구,F,,2021-12-31,97.0,107.96,영화,드라마,접대 전문 여비서 무삭제,2.5
장희빈,c*******************@naver.com,여,40세,1970년 10월,경상남도 하남시,T,2018-05-09,2020-04-09,63.62,117.1,드라마,"멜로/로맨스,드라마",연인교환일기,3.0
한석봉,q******@hotmail.com,남,80세,1930년 10월,충청남도 청주시,T,2018-08-22,2018-05-06,75.42,115.68,드라마,"가족,코미디",배꼽,0.5
장길산,u***************@hotmail.com,남,80세,1930년 10월,인천광역시 도봉구,F,,2018-12-18,33.55,103.68,영화,"범죄,액션",성난황소,3.0
허난설헌,w**********@naver.com,여,50세,1960년 06월,제주특별자치도 성남시,F,,2018-06-21,114.88,146.69,영화,"코미디,가족",스파이 파파,3.0
장희빈,2*******************@naver.com,여,50세,1960년 06월,대전광역시 양천구,F,,2017-02-10,57.73,113.64,드라마,성인물(에로),비가오면 하고싶다,0.5
장희빈,u***************@gmail.com,여,30세,1990년 10월,울산광역시 서구,F,,2020-06-25,114.16,179.06,영화,멜로/로맨스,그녀의 섹스 테크닉,1.5
한석봉,2*****@hotmail.com,남,40세,1970년 12월,서울특별시 중구,T,2021-03-31,2020-12-30,95.97,164.35,드라마,멜로/로맨스,친구 누나 4,4.0
임꺽정,w******@daum.net,남,80세,1930년 03월,충청남도 청양군,F,,2020-01-09,111.1,132.82,드라마,성인물(에로),형수의 엉덩이,4.0
한석봉,a**********@gmail.com,남,80세,1930년 10월,전라북도 성남시,F,,2019-01-06,33.91,127.26,영화,멜로/로맨스,맛있는 동거 무삭제,3.0
허난설헌,j*****************@hotmail.com,여,70세,1940년 03월,전라남도 김포시,F,,2019-05-04,103.52,111.18,드라마,멜로/로맨스,정사-두자매,2.0
허난설헌,c********@daum.net,여,30세,1980년 05월,경기도 정선군,F,,2020-04-27,27.25,132.27,드라마,다큐멘터리,광주비디오: 사라진 4시간,2.0
신사임당,-****@gmail.com,여,10세,2010년 10월,광주광역시 강서구,T,2018-02-15,2017-07-07,85.43,152.93,영화,드라마,뜨거운 안녕,1.0
임꺽정,7******************@daum.net,남,80세,1930년 06월,경상남도 고양시,T,2020-07-30,2020-07-10,31.07,170.09,영화,멜로/로맨스,정사  : 자매의 유혹,3.0
황진이,w***************@naver.com,여,50세,1960년 12월,부산광역시 동구,F,,2021-09-29,51.8,161.88,드라마,드라마,약탈자들,4.0
이몽룡,4*******************@hotmail.com,남,70세,1940년 04월,광주광역시 중구,T,2020-07-07,2017-12-05,62.5,161.75,드라마,성인물(에로),바람난 아내의 비밀,3.5
허난설헌,n*****************@daum.net,여,10세,2010년 05월,경기도 철원군,T,2021-01-01,2018-02-10,65.69,144.77,드라마,멜로/로맨스,엄마의 일기 - 무삭제판,3.0
임꺽정,4***************@naver.com,남,40세,1970년 06월,충청남도 화성시,F,,2020-09-23,24.19,150.75,영화,"드라마,코미디,멜로/로맨스,스릴러,성인물(에로)",올리고당 더 무비,2.0
장길산,k****@gmail.com,남,50세,1970년 10월,제주특별자치도 용인시,T,2018-08-21,2021-05-15,42.84,108.2,영화,다큐멘터리,7년-그들이 없는 언론,4.5
장길산,g*****************@daum.net,남,70세,1940년 11월,대구광역시 양천구,F,,2017-10-26,108.18,143.33,영화,멜로/로맨스,첫경험 3,2.5
홍길동,c*********@gmail.com,남,80세,1940년 12월,세종특별자치시 동작구,F,,2018-12-15,98.8,110.8,영화,드라마,싸면 뭐하니?,2.0
임꺽정,1****@gmail.com,남,20세,2000년 10월,대전광역시 양천구,T,2021-03-12,2019-12-16,145.14,173.74,영화,"멜로/로맨스,드라마",참을 수 없는,2.0
한석봉,7********@gmail.com,남,40세,1970년 02월,인천광역시 구로구,F,,2020-05-16,80.96,109.01,영화,드라마,황무지 5월의 고해,3.5
홍길동,-******************@hotmail.com,남,50세,1960년 08월,충청북도 의왕시,F,,2017-05-30,62.69,147.94,드라마,드라마,감쪽같은 그녀,4.5
허난설헌,e*********@hotmail.com,여,40세,1970년 11월,제주특별자치도 수원시,T,2019-09-10,2017-03-11,13.09,91.52,영화,"드라마,멜로/로맨스",나도 아내가 있었으면 좋겠다,1.5
장희빈,h*****************@naver.com,여,80세,1940년 03월,충청북도 양구군,T,2017-12-07,2021-09-22,53.43,108.27,드라마,"드라마,멜로/로맨스",사요나라 이츠카,1.0
황진이,o***************@daum.net,여,50세,1970년 04월,서울특별시 서대문구,F,,2017-08-16,44.77,132.4,드라마,드라마,여선생4,5.0
허난설헌,7*****@gmail.com,여,10세,2000년 12월,제주특별자치도 논산시,F,,2018-02-13,39.18,137.72,드라마,"코미디,액션",상사부일체,4.5
신사임당,s**********@gmail.com,여,90세,1930년 05월,경상남도 파주시,T,2020-04-06,2021-02-23,38.79,121.0,드라마,"멜로/로맨스,드라마",육체의 맛,3.5
허난설헌,t*****************@gmail.com,여,10세,2000년 02월,충청북도 속초시,F,,2018-02-17,94.71,173.5,영화,"멜로/로맨스,드라마",아내가 결혼했다,1.5
황진이,o****************@naver.com,여,50세,1970년 09월,세종특별자치시 강서구,F,,2018-08-26,34.51,119.82,드라마,멜로/로맨스,젊은 엄마 친구,1.5
허난설헌,p*******************@hotmail.com,여,10세,2000년 06월,대전광역시 성북구,F,,2017-07-10,49.18,150.0,드라마,멜로/로맨스,관계 : 형수와 딸 무삭제,0.5
허난설헌,l****@naver.com,여,40세,1970년 08월,강원도 고양시,T,2019-08-26,2021-03-23,144.04,154.87,드라마,드라마,나의 불행에는 이유가 있다,3.5
장희빈,p**************@naver.com,여,40세,1980년 12월,울산광역시 북구,T,2017-04-11,2020-12-22,137.54,139.78,드라마,"드라마,코미디",양아치 느와르,1.5
한석봉,g*****@hotmail.com,남,90세,1930년 02월,제주특별자치도 의정부시,F,,2019-08-20,117.63,155.32,영화,멜로/로맨스,착한 처제들 2018 (감독판),4.5
임꺽정,s*******************@naver.com,남,50세,1960년 06월,전라남도 동두천시,T,2017-02-10,2019-05-18,113.59,119.28,드라마,드라마,블루,1.0
성춘향,a*******************@hotmail.com,여,90세,1930년 04월,대구광역시 양천구,T,2019-10-27,2020-06-21,41.14,165.91,영화,다큐멘터리,다섯 개의 시선,0.5
장길산,9**********@hotmail.com,남,60세,1960년 07월,전라남도 영동군,F,,2018-10-31,70.5,93.19,드라마,멜로/로맨스,스와핑 민박집- 무삭제판,3.0
허난설헌,k*****@gmail.com,여,10세,2010년 08월,부산광역시 동구,T,2017-03-14,2018-04-06,170.78,175.08,영화,성인물(에로),고추명가 시월드,2.0
장길산,z*************@hotmail.com,남,20세,1990년 08월,경상북도 진천군,F,,2021-01-29,36.05,116.67,드라마,다큐멘터리,송환,5.0
장희빈,3**********@gmail.com,여,20세,1990년 03월,경상남도 양양군,F,,2019-02-03,115.89,124.52,드라마,드라마,국도극장,3.5
황진이,h***************@daum.net,여,60세,1950년 07월,경상북도 용인시,F,,2021-10-29,84.74,142.31,영화,"멜로/로맨스,드라마",명기,1.5
성춘향,e****@gmail.com,여,10세,2010년 08월,대전광역시 송파구,T,2020-10-22,2018-12-08,40.1,101.86,영화,멜로/로맨스,화끈한 미용실 무삭제,1.5
한석봉,6********@naver.com,남,30세,1980년 06월,대전광역시 강동구,F,,2020-02-07,95.14,98.98,영화,"뮤지컬,공연",몬테크리스토,4.5
홍길동,q*********@daum.net,남,50세,1960년 02월,부산광역시 동대문구,T,2018-08-04,2019-08-15,55.09,132.19,드라마,드라마,빈센트,4.5
이몽룡,d*************@gmail.com,남,20세,1990년 07월,부산광역시 강남구,F,,2017-02-10,7.88,118.82,드라마,멜로/로맨스,주인집 딸,2.5
한석봉,4***********@daum.net,남,40세,1970년 07월,제주특별자치도 성남시,F,,2018-10-22,16.42,153.17,드라마,"멜로/로맨스,드라마",자유연애시대,1.0
성춘향,i****************@daum.net,여,60세,1960년 12월,경상북도 춘천시,F,,2018-10-21,38.57,119.16,영화,"드라마,액션",바람,3.0
장길산,3*******@gmail.com,남,30세,1990년 06월,대구광역시 동작구,F,,2018-10-18,83.16,91.17,영화,드라마,"동학, 수운 최제우",1.5
임꺽정,y***************@naver.com,남,50세,1960년 05월,부산광역시 동작구,T,2019-05-03,2020-01-13,103.34,140.92,드라마,"액션,드라마",회사원,5.0
이몽룡,m**************@daum.net,남,20세,1990년 05월,인천광역시 양천구,F,,2017-10-02,127.65,167.92,영화,멜로/로맨스,연애 : 아빠친구 무삭제,1.0
장희빈,-************@gmail.com,여,50세,1970년 11월,세종특별자치시 강서구,F,,2019-02-16,115.85,121.24,영화,다큐멘터리,기적의 피아노,3.5
한석봉,f******************@hotmail.com,남,50세,1960년 01월,울산광역시 중구,T,2021-03-17,2020-08-04,87.12,151.48,영화,"코미디,범죄,드라마",청춘빌라 살인사건,3.0
장길산,z********@gmail.com,남,50세,1960년 06월,강원도 공주시,T,2018-06-21,2019-11-10,52.93,165.69,드라마,드라마,앵커,1.0
허난설헌,y******@naver.com,여,40세,1970년 05월,대구광역시 관악구,T,2019-10-27,2021-03-02,151.37,161.47,드라마,"멜로/로맨스,성인물(에로)",여대생의 은밀한 불륜,3.0
허난설헌,k*************@gmail.com,여,60세,1960년 02월,전라남도 수원시,T,2019-11-06,2017-05-14,29.18,113.46,드라마,스릴러,관전TV,1.0
이몽룡,o*********@hotmail.com,남,50세,1960년 09월,경상남도 충주시,T,2021-02-23,2020-03-17,20.54,111.06,영화,"공연,다큐멘터리",인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D,3.5
이몽룡,m**************@hotmail.com,남,40세,1970년 02월,전라남도 속초시,F,,2019-10-31,75.94,151.69,영화,"미스터리,멜로/로맨스,스릴러",엠,4.0
성춘향,w****@gmail.com,여,40세,1970년 06월,경상남도 수원시,T,2017-05-09,2018-07-08,76.41,109.07,드라마,멜로/로맨스,친구 누나 일본판 무삭제,2.5
성춘향,7*****************@naver.com,여,10세,2000년 11월,세종특별자치시 동구,T,2019-09-21,2018-12-19,43.76,171.99,드라마,드라마,하얀 나비,3.5
임꺽정,o***************@gmail.com,남,70세,1950년 05월,충청북도 홍천군,T,2017-06-08,2020-10-27,88.54,139.66,드라마,"코미디,공포(호러)",노르웨이의 숲,4.5
장희빈,v*******@gmail.com,여,50세,1970년 01월,경기도 성남시,T,2018-07-30,2019-12-25,24.51,109.21,드라마,애니메이션,미니특공대X,5.0
이몽룡,g*******@hotmail.com,남,20세,2000년 09월,전라북도 수원시,F,,2019-04-04,154.09,156.47,영화,멜로/로맨스,정사: 바람난 유부녀들-감독판,1.5
황진이,f**************@hotmail.com,여,20세,2000년 04월,경상북도 홍천군,T,2021-07-08,2020-04-09,82.44,156.11,영화,드라마,여인의 숨결,2.0
성춘향,k*******************@daum.net,여,80세,1930년 05월,경상남도 용인시,T,2017-11-02,2020-11-19,82.64,122.96,영화,멜로/로맨스,밝히는그녀들,4.0
장길산,a***************@daum.net,남,80세,1930년 10월,경상북도 청주시,F,,2018-11-22,19.01,117.45,드라마,코미디,해치지않아,5.0
홍길동,2***********@daum.net,남,40세,1970년 10월,세종특별자치시 노원구,T,2021-10-03,2018-08-13,16.6,160.48,영화,,타짜의 목적,3.5
